,Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy
721,"Friendswood, TX",July 2017,All Residential,Place/City,False,TX,0.981644703,-0.3%,-0.6%,77,-10.5%,-1.3%,230,-0.9%,15.0%,24,12,13.0,$330K,30.7%,26.1%,103,-14.2%,-2.8%
722,"Galveston, TX",January 2018,All Residential,Place/City,False,TX,0.9432681940000001,-0.6%,-1.1%,64,-41.8%,4.9%,543,3.4%,-7.2%,103,28,9.0,$180K,-3.7%,-4.3%,146,30.4%,-14.6%
723,"League City, TX",June 2018,All Residential,Place/City,False,TX,0.9864666809999999,0.5%,0.5%,198,-6.2%,-14.7%,511,15.6%,15.6%,18,4,-5.0,$268K,0.9%,5.7%,272,-5.9%,-0.7%
724,"Missouri City, TX",August 2018,All Residential,Place/City,False,TX,0.974232778,-0.6%,-0.4%,175,11.5%,84.2%,626,4.5%,2.6%,34,-2,7.0,$239K,-7.5%,1.3%,199,-10.4%,34.5%
725,"Texas City, TX",September 2018,All Residential,Place/City,False,TX,0.962796808,-1.4%,-0.5%,65,-14.5%,41.3%,236,2.6%,26.9%,38,3,-5.0,$139K,-21.4%,-17.4%,76,-13.6%,28.8%
726,"Texas City, TX",October 2018,All Residential,Place/City,False,TX,0.9664973579999999,0.4%,-1.5%,69,6.2%,38.0%,242,2.5%,22.2%,34,-4,4.0,$170K,22.3%,36.0%,106,39.5%,41.3%
727,"Pasadena, TX",August 2019,All Residential,Place/City,False,TX,0.963068053,-1.7%,-1.9%,108,-12.9%,13.7%,213,2.9%,3.4%,17,2,2.0,$168K,-2.0%,-2.9%,135,12.5%,-2.9%
728,"Texas City, TX",October 2019,All Residential,Place/City,False,TX,0.968922924,0.0%,0.2%,78,23.8%,13.0%,248,-1.2%,2.5%,43,13,9.0,$190K,2.6%,11.7%,92,4.5%,-13.2%
729,"Houston, TX",December 2019,All Residential,Place/City,False,TX,0.9705076659999999,-0.1%,0.1%,2871,24.0%,14.9%,9252,-8.3%,0.0%,53,8,2.0,$248K,11.7%,14.0%,2118,-22.2%,-2.1%
730,"Friendswood, TX",May 2020,All Residential,Place/City,False,TX,0.980263123,0.1%,-0.2%,82,51.9%,-21.9%,133,-1.5%,-38.4%,17,-7,-7.0,$305K,18.0%,-5.7%,82,-6.8%,-26.8%
731,"Galveston, TX",August 2013,All Residential,Place/City,False,TX,0.944103557,-1.1%,-0.9%,118,11.3%,32.6%,616,6.0%,4.9%,73,-15,-6.0,$183K,6.8%,33.7%,161,54.8%,46.4%
732,"Texas City, TX",August 2014,All Residential,Place/City,False,TX,0.95288223,2.0%,-1.4%,44,10.0%,51.7%,173,0.6%,-17.2%,59,10,-20.0,$99K,42.8%,22.5%,59,-15.7%,20.4%
733,"Texas City, TX",February 2015,All Residential,Place/City,False,TX,0.9491983209999999,-0.5%,-1.0%,34,3.0%,70.0%,128,3.2%,-24.7%,71,12,-10.0,$107K,31.3%,37.2%,51,15.9%,30.8%
734,"Houston, TX",November 2015,All Residential,Place/City,False,TX,0.9713172390000001,-0.1%,-0.5%,1805,-22.7%,-17.4%,8440,-3.0%,33.8%,34,1,5.0,$180K,-2.6%,0.1%,2575,-19.5%,4.4%
735,"Houston, TX",May 2018,All Residential,Place/City,False,TX,0.973303342,0.2%,-0.2%,3154,15.4%,0.4%,9821,5.2%,-2.5%,25,-3,0.0,$223K,1.4%,5.2%,4528,4.8%,2.9%
736,"Sugar Land, TX",August 2019,All Residential,Place/City,False,TX,0.963846128,-0.2%,0.0%,203,0.5%,-15.1%,834,-2.6%,5.4%,50,11,2.0,$313K,-7.1%,-4.4%,225,-25.2%,3.2%
737,"Friendswood, TX",October 2019,All Residential,Place/City,False,TX,0.98611416,1.2%,2.1%,69,-12.7%,-6.8%,164,-6.3%,-38.8%,34,-12,-7.0,$292K,-4.5%,15.1%,62,-4.6%,-21.5%
738,"Pasadena, TX",December 2019,All Residential,Place/City,False,TX,0.9793654209999999,0.4%,0.2%,95,13.1%,21.8%,200,-7.4%,-7.4%,31,6,3.0,$189K,9.2%,12.5%,79,-21.8%,31.7%
739,"Baytown, TX",August 2013,All Residential,Place/City,False,TX,0.9659587270000001,-1.8%,-0.2%,91,23.0%,4.6%,356,4.1%,-16.2%,51,-4,-16.0,$135K,3.3%,17.5%,106,2.9%,9.3%
740,"Sugar Land, TX",February 2014,All Residential,Place/City,False,TX,0.9700452740000001,-0.5%,1.3%,129,17.3%,-3.7%,302,0.7%,-22.4%,29,0,-34.0,$280K,-5.6%,22.1%,185,6.9%,1.6%
741,"Sugar Land, TX",December 2015,All Residential,Place/City,False,TX,0.9633776390000001,-0.4%,-1.3%,171,44.9%,-24.3%,504,-7.5%,62.1%,54,4,24.0,$315K,-9.3%,-19.0%,115,-24.3%,-26.8%
742,"Houston, TX",July 2016,All Residential,Place/City,False,TX,0.9743669840000001,-0.3%,-0.4%,2720,-9.3%,-11.5%,9710,2.2%,16.7%,29,0,8.0,$215K,0.0%,7.0%,3773,-3.9%,-9.6%
743,"Texas City, TX",November 2016,All Residential,Place/City,False,TX,0.9975716370000001,-0.9%,6.0%,43,-17.3%,13.2%,104,-9.6%,-9.6%,13,-9,-46.0,$150K,18.5%,41.3%,40,-33.3%,-9.1%
744,"Galveston, TX",November 2019,All Residential,Place/City,False,TX,0.9502162129999999,-1.1%,-0.6%,101,5.2%,17.4%,551,-3.3%,0.5%,66,6,11.0,$258K,5.9%,20.2%,116,-20.0%,20.8%
745,"Pasadena, TX",April 2013,All Residential,Place/City,False,TX,0.978027841,0.5%,1.5%,75,27.1%,-15.7%,304,2.4%,-23.2%,42,-10,-15.0,$115K,12.6%,16.1%,111,14.4%,-9.8%
746,"Texas City, TX",October 2013,All Residential,Place/City,False,TX,0.957749636,1.1%,4.4%,26,-10.3%,-18.8%,215,-0.9%,-5.3%,65,-7,-4.0,$71K,-18.0%,28.1%,53,6.0%,-1.9%
747,"Conroe, TX",April 2014,All Residential,Place/City,False,TX,0.973478593,0.5%,0.4%,147,-0.7%,-10.9%,402,-2.9%,-11.8%,35,-1,-9.0,$195K,-1.8%,11.4%,209,4.5%,-15.7%
748,"Conroe, TX",December 2014,All Residential,Place/City,False,TX,0.9730826909999999,0.1%,0.8%,176,28.5%,15.8%,511,-5.4%,27.4%,41,-5,-4.0,$215K,14.9%,20.1%,124,-26.6%,26.5%
749,"Galveston, TX",November 2015,All Residential,Place/City,False,TX,0.9550547909999999,-0.9%,0.9%,81,-18.2%,-5.8%,543,-5.2%,-1.6%,56,-16,-24.0,$175K,-2.8%,-5.4%,107,-18.9%,28.9%
750,"League City, TX",January 2013,All Residential,Place/City,False,TX,0.971578725,1.4%,1.7%,87,-24.3%,24.3%,476,-1.2%,-21.5%,59,-22,-46.0,$171K,-9.0%,-3.4%,155,58.2%,16.5%
751,"Sugar Land, TX",March 2013,All Residential,Place/City,False,TX,0.959235552,0.3%,0.3%,172,28.4%,32.3%,368,-5.4%,-40.0%,29,-34,-37.0,$258K,12.3%,0.6%,232,27.5%,-18.0%
752,"Conroe, TX",November 2014,All Residential,Place/City,False,TX,0.972289132,-0.1%,-0.1%,137,-18.5%,17.1%,540,-0.7%,23.6%,46,7,-6.0,$187K,-0.2%,3.9%,169,-10.6%,47.0%
753,"Friendswood, TX",September 2015,All Residential,Place/City,False,TX,0.985160995,0.0%,1.6%,67,-1.5%,21.8%,154,3.4%,2.7%,13,2,-13.0,$192K,-17.2%,8.5%,90,16.9%,57.9%
754,"Houston, TX",October 2015,All Residential,Place/City,False,TX,0.972110302,-0.2%,-0.5%,2335,-10.6%,-14.3%,8704,0.8%,34.8%,33,6,7.0,$185K,-2.6%,1.6%,3197,-2.6%,3.5%
755,"Galveston, TX",April 2016,All Residential,Place/City,False,TX,0.953908951,1.0%,-0.4%,118,5.4%,0.9%,613,3.9%,3.2%,39,-20,-42.0,$199K,13.0%,24.5%,171,-24.0%,11.8%
756,"Sugar Land, TX",April 2017,All Residential,Place/City,False,TX,0.973833691,0.5%,0.3%,176,9.3%,-0.6%,681,16.0%,14.8%,30,8,-4.0,$320K,-0.1%,1.4%,324,9.1%,24.1%
757,"Sugar Land, TX",May 2017,All Residential,Place/City,False,TX,0.973164912,-0.1%,0.5%,238,35.2%,28.0%,746,9.5%,19.7%,24,-6,-8.0,$326K,1.6%,-2.5%,340,4.9%,20.6%
758,"Galveston, TX",November 2017,All Residential,Place/City,False,TX,0.959118888,1.5%,0.3%,90,-3.2%,32.4%,533,-3.6%,-10.3%,68,-8,6.0,$183K,-28.7%,-23.1%,113,-14.4%,0.9%
759,"Houston, TX",June 2018,All Residential,Place/City,False,TX,0.972871797,0.0%,-0.1%,3216,2.0%,2.4%,10239,4.3%,-2.3%,27,2,0.0,$228K,2.2%,1.3%,4176,-7.8%,0.3%
760,"Galveston, TX",June 2018,All Residential,Place/City,False,TX,0.9653390540000001,1.3%,2.1%,156,11.4%,5.4%,647,3.5%,0.5%,36,-6,-18.0,$242K,24.4%,19.6%,193,2.1%,18.4%
761,"Texas City, TX",January 2019,All Residential,Place/City,False,TX,0.996263395,3.3%,3.6%,35,-53.3%,-25.5%,225,-2.2%,14.8%,35,-8,-46.0,$197K,12.6%,27.9%,74,34.5%,-3.9%
762,"Pasadena, TX",February 2019,All Residential,Place/City,False,TX,0.985244789,1.5%,0.9%,74,25.4%,21.3%,199,-6.1%,74.6%,24,-16,-5.0,$172K,9.2%,11.0%,87,-9.4%,13.0%
763,"Conroe, TX",April 2019,All Residential,Place/City,False,TX,0.975690907,0.5%,-0.1%,210,-7.5%,11.1%,782,1.0%,3.2%,55,1,23.0,$250K,4.2%,5.5%,322,14.2%,4.9%
764,"Galveston, TX",June 2020,All Residential,Place/City,False,TX,0.9656088270000001,1.9%,1.2%,222,85.0%,66.9%,393,-25.7%,-36.4%,59,8,5.0,$283K,29.6%,25.2%,161,-13.4%,-10.6%
765,"Galveston, TX",February 2013,All Residential,Place/City,False,TX,0.94553555,1.5%,3.9%,61,13.0%,10.9%,600,7.5%,2.4%,98,-19,8.0,$162K,24.9%,-3.6%,140,-2.8%,-9.1%
766,"Friendswood, TX",July 2013,All Residential,Place/City,False,TX,0.9748365040000001,-0.2%,1.5%,113,10.8%,44.9%,185,-13.6%,-33.7%,28,-21,-17.0,$227K,13.1%,21.3%,92,-6.1%,3.4%
767,"Galveston, TX",October 2014,All Residential,Place/City,False,TX,0.9663206520000001,0.8%,1.1%,90,-9.1%,21.6%,564,-7.2%,-6.9%,72,-15,9.0,$169K,-7.5%,-0.4%,103,-23.1%,-18.3%
768,"Friendswood, TX",December 2014,All Residential,Place/City,False,TX,0.973107053,1.4%,0.2%,72,35.8%,4.3%,110,-15.4%,-30.4%,25,-26,-22.0,$210K,-20.0%,-3.2%,40,-29.8%,-14.9%
769,"Conroe, TX",December 2015,All Residential,Place/City,False,TX,0.9756136190000001,-0.5%,0.3%,185,55.5%,5.1%,665,-4.5%,30.1%,56,7,15.0,$221K,2.3%,2.8%,124,-18.4%,0.0%
770,"League City, TX",November 2016,All Residential,Place/City,False,TX,0.983087763,-0.3%,0.6%,148,-10.3%,35.8%,400,-4.3%,7.5%,30,6,8.0,$250K,-0.2%,9.0%,141,-3.4%,6.0%
771,"Baytown, TX",January 2017,All Residential,Place/City,False,TX,0.96241625,-1.1%,-0.3%,70,-15.7%,-10.3%,216,-7.7%,-17.2%,50,1,-23.0,$154K,-10.3%,7.8%,97,26.0%,-5.8%
772,"Friendswood, TX",January 2019,All Residential,Place/City,False,TX,0.966368131,-0.6%,0.7%,44,-27.9%,-4.3%,206,-2.4%,26.4%,87,41,69.0,$272K,6.5%,19.9%,78,129.4%,-13.3%
773,"Missouri City, TX",March 2012,All Residential,Place/City,False,TX,0.954146501,-1.2%,-0.4%,119,35.2%,32.2%,509,3.0%,-26.7%,79,-26,-27.0,$173K,-6.4%,-0.9%,193,25.3%,4.9%
774,"Houston, TX",April 2012,All Residential,Place/City,False,TX,0.9680982340000001,0.6%,1.2%,2251,4.2%,6.3%,10063,-0.1%,-25.7%,54,-16,-17.0,$151K,-2.5%,10.2%,3433,-2.2%,-4.7%
775,"League City, TX",August 2012,All Residential,Place/City,False,TX,0.974590634,0.4%,1.9%,142,-17.0%,2266.7%,575,-5.0%,-6.2%,66,15,-15.0,$179K,-4.5%,-29.1%,177,-7.8%,43.9%
776,"Friendswood, TX",September 2012,All Residential,Place/City,False,TX,0.95840732,-0.5%,-2.2%,63,-25.9%,215.0%,254,-3.1%,-19.4%,54,2,-22.0,$180K,-2.8%,25.6%,68,-8.1%,44.7%
777,"League City, TX",May 2014,All Residential,Place/City,False,TX,0.9835207,0.4%,0.7%,172,-7.0%,-12.2%,416,5.6%,-13.3%,24,-2,-15.0,$201K,-1.2%,8.6%,252,4.1%,1.6%
778,"Pasadena, TX",February 2017,All Residential,Place/City,False,TX,0.9722075590000001,0.5%,0.0%,67,28.8%,1.5%,154,-6.1%,-12.0%,27,-23,-20.0,$155K,14.8%,19.7%,95,13.1%,5.6%
779,"Friendswood, TX",November 2017,All Residential,Place/City,False,TX,0.971235339,-0.4%,0.7%,70,-1.4%,4.5%,179,5.9%,4.7%,58,19,1.0,$245K,-9.3%,-23.4%,70,-7.9%,16.7%
780,"Houston, TX",March 2018,All Residential,Place/City,False,TX,0.969023195,0.4%,0.0%,2705,28.6%,-4.5%,8780,6.0%,-3.0%,37,-12,0.0,$218K,1.2%,3.6%,4126,27.5%,-6.5%
781,"Baytown, TX",June 2018,All Residential,Place/City,False,TX,0.982748339,0.8%,0.2%,138,24.3%,31.4%,295,5.4%,17.1%,17,-10,-6.0,$183K,-1.4%,0.7%,147,-16.5%,2.8%
782,"Houston, TX",June 2019,All Residential,Place/City,False,TX,0.976263131,0.0%,0.3%,3004,-7.2%,-6.6%,11131,2.6%,8.7%,28,-4,1.0,$243K,1.3%,6.6%,4109,-10.6%,-1.6%
783,"Houston, TX",April 2020,All Residential,Place/City,False,TX,0.974213815,0.1%,0.1%,2040,-22.5%,-28.1%,10031,-0.4%,-3.2%,36,-9,1.0,$237K,-1.3%,3.0%,2809,-25.4%,-35.9%
784,"Pasadena, TX",February 2012,All Residential,Place/City,False,TX,0.963157468,-1.4%,1.7%,51,8.5%,-12.1%,378,-2.8%,-21.4%,87,6,-5.0,$93K,2.9%,2.3%,92,9.5%,-5.2%
785,"Texas City, TX",August 2012,All Residential,Place/City,False,TX,0.9468245190000001,-0.1%,,40,29.0%,,229,1.3%,,73,-15,,$73K,-19.1%,,55,7.8%,
786,"Sugar Land, TX",April 2018,All Residential,Place/City,False,TX,0.9707566190000001,0.5%,-0.3%,191,12.4%,8.5%,679,3.5%,-0.3%,35,-36,5.0,$311K,-3.7%,-3.0%,300,-2.3%,-7.4%
787,"Baytown, TX",October 2018,All Residential,Place/City,False,TX,0.966179311,-1.1%,-0.9%,93,-2.1%,-25.0%,303,-5.3%,20.2%,37,4,2.0,$185K,1.4%,9.3%,112,-5.1%,-14.5%
788,"Baytown, TX",April 2020,All Residential,Place/City,False,TX,0.978533584,-0.4%,-0.2%,86,-34.4%,-20.4%,333,-7.8%,32.1%,43,-13,9.0,$204K,-1.8%,6.4%,125,-29.8%,13.6%
789,"Texas City, TX",October 2014,All Residential,Place/City,False,TX,0.9605033279999999,-0.2%,0.3%,54,14.9%,107.7%,151,-8.5%,-29.8%,51,5,-14.0,$113K,-5.8%,60.4%,47,-9.6%,-11.3%
790,"Texas City, TX",February 2013,All Residential,Place/City,False,TX,0.960416102,3.5%,2.1%,28,7.7%,75.0%,193,-7.2%,-12.7%,57,-66,-57.0,$71K,-14.0%,-3.1%,33,-32.7%,-34.0%
791,"Houston, TX",June 2014,All Residential,Place/City,False,TX,0.985627648,-0.1%,0.3%,2974,1.0%,4.5%,6182,3.6%,-12.4%,17,-2,-5.0,$200K,5.3%,11.1%,3613,-6.9%,-1.6%
792,"Texas City, TX",August 2019,All Residential,Place/City,False,TX,0.9692249059999999,-0.6%,-0.8%,66,20.0%,-13.2%,243,3.4%,5.7%,49,21,14.0,$179K,-4.3%,1.2%,98,10.1%,11.4%
793,"Sugar Land, TX",September 2019,All Residential,Place/City,False,TX,0.96572231,0.2%,0.1%,156,-23.2%,14.7%,792,-5.0%,2.7%,46,-4,-13.0,$299K,-4.5%,-2.0%,165,-26.7%,-18.7%
794,"Houston, TX",October 2019,All Residential,Place/City,False,TX,0.969406788,-0.2%,0.0%,2553,2.0%,0.1%,10714,-1.2%,3.8%,45,2,5.0,$224K,1.1%,4.7%,3417,8.5%,2.2%
795,"Sugar Land, TX",February 2020,All Residential,Place/City,False,TX,0.967816059,0.4%,0.4%,126,26.0%,23.5%,588,-3.3%,-5.0%,98,30,20.0,$296K,2.2%,6.5%,188,8.0%,-2.1%
796,"Friendswood, TX",March 2020,All Residential,Place/City,False,TX,0.9782441159999999,-0.1%,1.1%,69,35.3%,-8.0%,137,2.2%,-36.9%,24,-47,-21.0,$320K,14.3%,10.3%,82,7.9%,-22.6%
797,"Baytown, TX",May 2012,All Residential,Place/City,False,TX,0.972140406,1.6%,2.1%,65,-16.7%,0.0%,419,1.7%,-21.8%,60,-4,-37.0,$123K,6.9%,36.6%,119,-12.5%,-2.5%
798,"Pasadena, TX",February 2015,All Residential,Place/City,False,TX,0.973408506,-0.9%,0.7%,71,77.5%,14.5%,162,-11.0%,-37.7%,36,-2,-10.0,$105K,-19.2%,-11.4%,93,9.4%,5.7%
799,"Houston, TX",March 2017,All Residential,Place/City,False,TX,0.96909189,0.1%,-0.1%,2831,38.7%,16.0%,9053,7.3%,1.1%,37,-15,3.0,$210K,2.2%,4.0%,4414,30.1%,12.0%
800,"Conroe, TX",October 2018,All Residential,Place/City,False,TX,0.973705136,0.7%,0.2%,198,6.5%,-1.5%,817,-2.5%,10.9%,55,1,-1.0,$243K,2.8%,9.2%,246,12.8%,5.6%
801,"Conroe, TX",February 2019,All Residential,Place/City,False,TX,0.9708197670000001,0.5%,1.2%,167,67.0%,5.0%,745,-1.8%,13.6%,79,21,17.0,$228K,-3.4%,6.1%,231,-14.1%,-3.3%
802,"Missouri City, TX",August 2019,All Residential,Place/City,False,TX,0.97062877,-0.4%,-0.4%,193,-5.4%,10.3%,620,-2.7%,-1.0%,47,14,13.0,$264K,3.7%,10.5%,198,-10.8%,-0.5%
803,"Missouri City, TX",November 2019,All Residential,Place/City,False,TX,0.9724912090000001,0.2%,-0.1%,114,-34.9%,-5.8%,530,-7.2%,-11.8%,75,25,31.0,$240K,5.7%,4.6%,128,-30.8%,-15.2%
804,"League City, TX",September 2017,All Residential,Place/City,False,TX,0.978844904,-0.5%,-0.7%,184,15.7%,14.3%,460,-11.0%,2.2%,31,6,12.0,$259K,-4.8%,8.4%,157,-23.4%,-24.5%
805,"Conroe, TX",March 2018,All Residential,Place/City,False,TX,0.970749065,1.2%,0.1%,201,26.4%,2.0%,727,10.8%,-2.7%,47,-15,-23.0,$218K,1.4%,-9.2%,310,29.7%,0.0%
806,"Baytown, TX",July 2018,All Residential,Place/City,False,TX,0.977558303,-0.5%,-0.4%,114,-17.4%,17.5%,335,13.6%,8.1%,25,8,9.0,$200K,9.1%,5.3%,162,10.2%,-6.4%
807,"Sugar Land, TX",August 2018,All Residential,Place/City,False,TX,0.963606967,-0.6%,-0.7%,239,7.2%,48.4%,791,-4.5%,-8.9%,48,17,19.0,$327K,-2.3%,5.6%,218,-19.3%,3.8%
808,"Friendswood, TX",June 2019,All Residential,Place/City,False,TX,0.9847014190000001,0.2%,0.8%,96,-8.6%,-19.3%,214,-0.9%,-12.3%,23,-1,9.0,$297K,-8.1%,6.0%,105,-6.3%,-25.0%
809,"Houston, TX",August 2019,All Residential,Place/City,False,TX,0.9709168290000001,-0.2%,0.0%,3030,-3.4%,-2.5%,11083,-1.9%,4.5%,35,5,5.0,$230K,0.1%,5.9%,3707,-9.0%,-5.5%
810,"Houston, TX",April 2015,All Residential,Place/City,False,TX,0.977013785,0.0%,-0.6%,2615,9.3%,-0.3%,7194,3.9%,26.0%,23,0,0.0,$185K,-4.3%,0.1%,3717,7.3%,1.1%
811,"Texas City, TX",October 2016,All Residential,Place/City,False,TX,1.006846558,6.8%,6.1%,52,36.8%,10.6%,115,13.9%,-6.5%,22,-4,-13.0,$127K,11.5%,36.0%,60,-4.8%,36.4%
812,"Friendswood, TX",March 2018,All Residential,Place/City,False,TX,0.98262404,1.0%,0.5%,68,-2.9%,-10.5%,165,9.3%,5.8%,13,-37,-3.0,$244K,14.2%,3.1%,130,71.1%,39.8%
813,"League City, TX",August 2018,All Residential,Place/City,False,TX,0.98247474,-0.3%,-0.1%,213,12.7%,34.0%,568,1.1%,9.9%,24,5,-1.0,$263K,-3.4%,-3.3%,255,-5.2%,24.4%
814,"Houston, TX",October 2018,All Residential,Place/City,False,TX,0.969139505,-0.1%,0.1%,2551,5.2%,4.1%,10318,-1.8%,9.8%,40,6,-8.0,$214K,-0.5%,2.9%,3344,4.7%,4.6%
815,"Galveston, TX",December 2018,All Residential,Place/City,False,TX,0.957484234,0.1%,0.8%,82,-4.7%,-25.5%,503,-8.2%,-4.2%,76,21,1.0,$201K,-6.6%,7.4%,89,-7.3%,-20.5%
816,"Galveston, TX",January 2020,All Residential,Place/City,False,TX,0.9534170479999999,-0.2%,-1.3%,78,-34.5%,13.0%,552,5.7%,6.2%,69,8,-2.0,$230K,-12.5%,9.0%,181,105.7%,18.3%
817,"Texas City, TX",May 2012,All Residential,Place/City,False,TX,0.949948065,2.0%,-6.3%,30,25.0%,2900.0%,218,-4.8%,21.8%,61,-9,56.0,$84K,23.0%,222.4%,43,-27.1%,34.4%
818,"Pasadena, TX",June 2012,All Residential,Place/City,False,TX,0.9866976909999999,1.2%,2.0%,92,24.3%,53.3%,385,2.1%,-23.2%,31,-55,-38.0,$100K,-12.8%,-12.9%,113,14.1%,-5.0%
819,"Missouri City, TX",December 2012,All Residential,Place/City,False,TX,0.957547677,-1.4%,0.5%,136,20.4%,33.3%,434,-5.7%,-13.0%,90,19,-6.0,$189K,2.2%,18.0%,108,-10.7%,27.1%
820,"Conroe, TX",January 2013,All Residential,Place/City,False,TX,0.962990833,0.1%,0.5%,84,-29.4%,21.7%,443,-4.7%,-22.4%,82,3,3.0,$154K,-1.0%,18.9%,142,79.7%,-4.7%
821,"Houston, TX",January 2014,All Residential,Place/City,False,TX,0.973298711,-0.1%,0.5%,1758,-30.9%,2.7%,5946,-2.1%,-16.3%,42,8,-14.0,$157K,-16.3%,15.3%,2865,47.8%,1.8%
822,"Friendswood, TX",April 2014,All Residential,Place/City,False,TX,0.9781332770000001,-0.4%,0.7%,72,35.8%,-2.7%,158,-3.1%,-30.4%,21,-11,-33.0,$228K,26.4%,17.6%,103,19.8%,3.0%
823,"Conroe, TX",October 2014,All Residential,Place/City,False,TX,0.973417498,-0.1%,0.0%,168,2.4%,27.3%,544,2.6%,18.0%,39,17,-2.0,$187K,-4.5%,9.3%,189,-8.7%,25.2%
824,"Baytown, TX",August 2015,All Residential,Place/City,False,TX,0.968267434,-0.6%,-0.4%,103,-7.2%,7.3%,286,15.3%,-7.1%,27,-6,5.0,$150K,-4.5%,3.4%,146,-3.3%,11.5%
825,"Texas City, TX",September 2016,All Residential,Place/City,False,TX,0.938611327,-1.8%,-2.9%,38,-39.7%,-13.6%,101,14.8%,-19.8%,26,0,-18.0,$114K,-10.3%,-6.9%,63,12.5%,46.5%
826,"Friendswood, TX",October 2016,All Residential,Place/City,False,TX,0.980847415,1.0%,-0.2%,55,-24.7%,-25.7%,177,-5.3%,21.2%,21,-2,3.0,$229K,-4.6%,4.1%,57,-14.9%,-13.6%
827,"Sugar Land, TX",October 2017,All Residential,Place/City,False,TX,0.968351871,0.8%,0.1%,152,-0.7%,4.1%,755,-5.2%,19.8%,45,0,2.0,$310K,-1.6%,0.2%,202,21.0%,18.1%
828,"Missouri City, TX",September 2018,All Residential,Place/City,False,TX,0.974020027,0.0%,0.5%,125,-28.6%,-10.1%,621,-0.8%,8.2%,51,17,-3.0,$247K,3.3%,-4.6%,189,-5.0%,35.0%
829,"Baytown, TX",May 2020,All Residential,Place/City,False,TX,0.981799275,0.3%,0.3%,95,10.5%,-12.8%,344,3.3%,21.6%,40,-3,13.0,$215K,5.3%,13.2%,168,34.4%,13.5%
830,"Pasadena, TX",August 2012,All Residential,Place/City,False,TX,0.956691924,0.4%,-1.0%,80,8.1%,-11.1%,367,-5.2%,-26.0%,56,-5,-27.0,$101K,6.3%,1.5%,96,-8.6%,0.0%
831,"Friendswood, TX",March 2017,All Residential,Place/City,False,TX,0.977889804,0.7%,0.0%,76,38.2%,2.7%,156,9.9%,2.6%,16,-20,-10.0,$237K,-18.6%,-0.1%,93,47.6%,6.9%
832,"League City, TX",July 2017,All Residential,Place/City,False,TX,0.986328694,0.4%,-0.4%,193,-16.8%,-4.0%,489,10.6%,21.3%,17,-6,4.0,$265K,4.7%,8.8%,274,0.0%,21.2%
833,"Friendswood, TX",April 2016,All Residential,Place/City,False,TX,0.981713026,0.3%,1.5%,74,0.0%,15.6%,165,8.6%,50.0%,24,-2,10.0,$335K,40.8%,45.4%,96,10.3%,10.3%
834,"League City, TX",December 2016,All Residential,Place/City,False,TX,0.9806646059999999,-0.2%,0.5%,160,8.1%,-9.1%,368,-8.0%,1.4%,40,10,4.0,$259K,3.6%,12.3%,100,-29.1%,-11.5%
835,"Texas City, TX",May 2017,All Residential,Place/City,False,TX,0.9413913340000001,-2.5%,-5.1%,61,32.6%,17.3%,139,13.0%,51.1%,21,-4,-2.0,$120K,-1.7%,-9.2%,77,13.2%,37.5%
836,"Sugar Land, TX",May 2012,All Residential,Place/City,False,TX,0.968071282,0.4%,2.0%,215,35.2%,37.8%,609,1.2%,-28.0%,31,-3,-22.0,$225K,-14.4%,-10.9%,276,6.2%,7.0%
837,"Pasadena, TX",February 2018,All Residential,Place/City,False,TX,0.976610195,0.8%,0.4%,61,19.6%,-9.0%,114,-6.6%,-26.0%,29,11,2.0,$155K,-1.6%,-0.3%,77,13.2%,-18.9%
838,"Baytown, TX",April 2017,All Residential,Place/City,False,TX,0.980612858,0.3%,-0.8%,87,-22.3%,-10.3%,226,7.1%,-8.9%,26,1,-7.0,$170K,0.6%,4.6%,117,-2.5%,8.3%
839,"Texas City, TX",June 2019,All Residential,Place/City,False,TX,0.980528009,-0.5%,1.1%,92,16.5%,17.9%,209,5.6%,-1.9%,39,8,11.0,$188K,0.5%,10.7%,84,-3.4%,-20.8%
840,"Texas City, TX",July 2020,All Residential,Place/City,False,TX,0.9812101870000001,0.4%,0.6%,107,21.6%,94.5%,190,-11.6%,-19.1%,58,5,30.0,$221K,3.3%,18.1%,94,-1.1%,5.6%
841,"Baytown, TX",September 2012,All Residential,Place/City,False,TX,0.95242473,-1.6%,-0.4%,85,-2.3%,7.6%,407,-4.2%,-10.4%,64,-3,-24.0,$122K,6.2%,17.2%,100,3.1%,31.6%
842,"Galveston, TX",November 2012,All Residential,Place/City,False,TX,0.9408581429999999,0.0%,1.0%,73,2.8%,7200.0%,546,-0.9%,-0.5%,111,54,99.0,$180K,18.8%,77.3%,96,-6.8%,45.5%
843,"Sugar Land, TX",March 2016,All Residential,Place/City,False,TX,0.968896685,0.1%,-1.1%,160,36.8%,-17.1%,565,6.6%,40.2%,36,-9,21.0,$296K,11.7%,-7.5%,263,37.7%,9.6%
