Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy
"League City, TX",Jul-17,All Residential,Place/City,FALSE,TX,0.986328694,0.40%,-0.40%,193,-16.80%,-4.00%,489,10.60%,21.30%,17,-6,4,$265K,4.70%,8.80%,274,0.00%,21.20%
"Friendswood, TX",Apr-16,All Residential,Place/City,FALSE,TX,0.981713026,0.30%,1.50%,74,0.00%,15.60%,165,8.60%,50.00%,24,-2,10,$335K,40.80%,45.40%,96,10.30%,10.30%
"League City, TX",Dec-16,All Residential,Place/City,FALSE,TX,0.980664606,-0.20%,0.50%,160,8.10%,-9.10%,368,-8.00%,1.40%,40,10,4,$259K,3.60%,12.30%,100,-29.10%,-11.50%
"Texas City, TX",May-17,All Residential,Place/City,FALSE,TX,0.941391334,-2.50%,-5.10%,61,32.60%,17.30%,139,13.00%,51.10%,21,-4,-2,$120K,-1.70%,-9.20%,77,13.20%,37.50%
"Sugar Land, TX",May-12,All Residential,Place/City,FALSE,TX,0.968071282,0.40%,2.00%,215,35.20%,37.80%,609,1.20%,-28.00%,31,-3,-22,$225K,-14.40%,-10.90%,276,6.20%,7.00%
"Pasadena, TX",Feb-18,All Residential,Place/City,FALSE,TX,0.976610195,0.80%,0.40%,61,19.60%,-9.00%,114,-6.60%,-26.00%,29,11,2,$155K,-1.60%,-0.30%,77,13.20%,-18.90%
"Baytown, TX",Apr-17,All Residential,Place/City,FALSE,TX,0.980612858,0.30%,-0.80%,87,-22.30%,-10.30%,226,7.10%,-8.90%,26,1,-7,$170K,0.60%,4.60%,117,-2.50%,8.30%
"Texas City, TX",Jun-19,All Residential,Place/City,FALSE,TX,0.980528009,-0.50%,1.10%,92,16.50%,17.90%,209,5.60%,-1.90%,39,8,11,$188K,0.50%,10.70%,84,-3.40%,-20.80%
"Texas City, TX",Jul-20,All Residential,Place/City,FALSE,TX,0.981210187,0.40%,0.60%,107,21.60%,94.50%,190,-11.60%,-19.10%,58,5,30,$221K,3.30%,18.10%,94,-1.10%,5.60%
"Baytown, TX",Sep-12,All Residential,Place/City,FALSE,TX,0.95242473,-1.60%,-0.40%,85,-2.30%,7.60%,407,-4.20%,-10.40%,64,-3,-24,$122K,6.20%,17.20%,100,3.10%,31.60%
"Galveston, TX",Nov-12,All Residential,Place/City,FALSE,TX,0.940858143,0.00%,1.00%,73,2.80%,7200.00%,546,-0.90%,-0.50%,111,54,99,$180K,18.80%,77.30%,96,-6.80%,45.50%
"Sugar Land, TX",Mar-16,All Residential,Place/City,FALSE,TX,0.968896685,0.10%,-1.10%,160,36.80%,-17.10%,565,6.60%,40.20%,36,-9,21,$296K,11.70%,-7.50%,263,37.70%,9.60%
"Friendswood, TX",Sep-16,All Residential,Place/City,FALSE,TX,0.971122164,-0.90%,-1.40%,73,-18.00%,9.00%,187,-3.60%,21.40%,23,9,10,$240K,0.80%,25.00%,67,-21.20%,-25.60%
"Texas City, TX",Dec-17,All Residential,Place/City,FALSE,TX,0.969599362,0.60%,-1.70%,65,25.00%,62.50%,179,-4.30%,58.40%,51,6,33,$180K,17.60%,20.90%,57,7.50%,62.90%
"Galveston, TX",Dec-17,All Residential,Place/City,FALSE,TX,0.949602727,-1.00%,-0.90%,110,22.20%,29.40%,525,-1.50%,-2.20%,75,7,19,$187K,2.00%,-6.50%,112,-0.90%,62.30%
"Missouri City, TX",Feb-18,All Residential,Place/City,FALSE,TX,0.97155798,1.40%,0.20%,101,13.50%,-1.00%,440,-0.20%,2.80%,48,-3,-19,$234K,2.40%,-8.80%,162,31.70%,4.50%
"Pasadena, TX",May-20,All Residential,Place/City,FALSE,TX,0.972775846,-0.20%,-1.50%,77,22.20%,-21.40%,190,-9.10%,-9.10%,32,13,8,$200K,9.80%,14.40%,105,26.50%,-18.60%
"Friendswood, TX",Jul-20,All Residential,Place/City,FALSE,TX,0.985591614,0.10%,0.10%,104,52.90%,15.60%,128,3.20%,-41.00%,12,-3,-6,$334K,7.70%,23.90%,110,4.80%,3.80%
"Galveston, TX",Feb-12,All Residential,Place/City,FALSE,TX,0.906986794,-1.90%,-4.70%,55,57.10%,2650.00%,586,5.80%,15.80%,90,-17,-63,$168K,57.00%,19.40%,154,20.30%,87.80%
"Houston, TX",Oct-14,All Residential,Place/City,FALSE,TX,0.97723082,-0.30%,0.20%,2726,2.70%,5.40%,6458,-1.30%,-8.40%,26,3,-6,$182K,1.20%,11.70%,3088,5.90%,6.50%
"Texas City, TX",May-15,All Residential,Place/City,FALSE,TX,0.987915086,1.80%,3.70%,41,-2.40%,-19.60%,141,2.90%,-8.40%,16,-19,-60,$131K,37.50%,24.80%,55,-15.40%,1.90%
"Pasadena, TX",Jun-15,All Residential,Place/City,FALSE,TX,0.989843245,1.60%,1.70%,89,-6.30%,-11.00%,184,10.20%,-20.30%,16,-4,-12,$138K,-0.40%,8.10%,121,21.00%,4.30%
"Texas City, TX",Oct-15,All Residential,Place/City,FALSE,TX,0.945500009,-2.20%,-1.50%,47,6.80%,-13.00%,123,-2.40%,-18.50%,35,-9,-16,$93K,-23.70%,-17.70%,44,2.30%,-6.40%
"Pasadena, TX",Aug-16,All Residential,Place/City,FALSE,TX,0.991985301,1.00%,0.00%,100,6.40%,1.00%,183,6.40%,-2.70%,14,0,-4,$145K,-10.80%,-8.50%,106,-15.20%,17.80%
"Pasadena, TX",Dec-16,All Residential,Place/City,FALSE,TX,0.974978973,0.50%,-0.40%,92,33.30%,10.80%,169,-5.10%,0.60%,33,10,10,$164K,14.70%,10.10%,63,-25.90%,3.30%
"Houston, TX",Feb-17,All Residential,Place/City,FALSE,TX,0.9682482,0.50%,-0.10%,2041,17.30%,9.00%,8440,3.20%,-1.80%,52,3,3,$206K,9.90%,12.30%,3392,2.60%,-3.70%
"Friendswood, TX",Oct-12,All Residential,Place/City,FALSE,TX,0.970205119,1.20%,1.20%,67,6.30%,272.20%,247,-2.80%,-23.80%,62,8,-24,$165K,-8.30%,36.50%,69,1.50%,23.20%
"League City, TX",Nov-13,All Residential,Place/City,FALSE,TX,0.976638022,0.10%,0.40%,141,-16.60%,20.50%,459,-6.90%,-12.40%,50,7,-21,$197K,2.70%,2.30%,135,-25.40%,3.10%
"Texas City, TX",Sep-15,All Residential,Place/City,FALSE,TX,0.967254176,1.60%,0.40%,44,2.30%,-6.40%,126,-11.30%,-23.60%,44,20,-2,$122K,4.20%,1.60%,43,-27.10%,-17.30%
"Houston, TX",Aug-18,All Residential,Place/City,FALSE,TX,0.971260816,-0.20%,-0.10%,3109,7.00%,40.10%,10603,0.60%,-1.30%,30,1,-2,$218K,-4.60%,1.60%,3923,-4.80%,23.20%
"Pasadena, TX",Mar-13,All Residential,Place/City,FALSE,TX,0.973365225,3.00%,-0.30%,59,-25.30%,-16.90%,297,1.40%,-22.90%,52,-64,-63,$102K,10.30%,-4.50%,97,11.50%,-26.00%
"Friendswood, TX",Apr-13,All Residential,Place/City,FALSE,TX,0.970959087,0.00%,1.30%,74,48.00%,25.40%,227,-8.80%,-23.80%,54,9,-50,$194K,1.30%,22.50%,100,-8.30%,-4.80%
"Galveston, TX",Sep-13,All Residential,Place/City,FALSE,TX,0.95253377,0.80%,2.00%,79,-33.10%,61.20%,599,-2.80%,7.30%,127,54,40,$158K,-13.90%,-5.70%,112,-30.40%,27.30%
"Baytown, TX",Feb-14,All Residential,Place/City,FALSE,TX,0.973059402,1.70%,2.90%,72,26.30%,5.90%,285,1.80%,-18.30%,85,11,-2,$117K,-1.30%,31.60%,111,22.00%,37.00%
"League City, TX",Aug-14,All Residential,Place/City,FALSE,TX,0.981765286,-0.10%,-0.10%,226,19.60%,16.50%,455,1.10%,-7.50%,25,4,-5,$220K,2.20%,14.80%,220,-18.80%,9.50%
"Pasadena, TX",Apr-15,All Residential,Place/City,FALSE,TX,0.983121846,1.20%,0.20%,101,18.80%,-1.90%,164,5.10%,-19.60%,16,-19,-18,$130K,13.00%,8.30%,121,10.00%,34.40%
"Friendswood, TX",Jun-16,All Residential,Place/City,FALSE,TX,0.983427219,0.20%,-0.40%,90,16.90%,7.10%,195,18.90%,48.90%,23,5,16,$275K,5.60%,21.70%,109,22.50%,10.10%
"Missouri City, TX",Jul-16,All Residential,Place/City,FALSE,TX,0.9734331,-0.60%,-0.70%,124,-24.80%,-17.30%,513,11.80%,31.50%,16,-5,-4,$233K,-2.90%,-10.40%,233,17.10%,11.50%
"Friendswood, TX",Jun-17,All Residential,Place/City,FALSE,TX,0.984754904,-0.20%,0.10%,86,14.70%,-4.40%,232,8.40%,19.00%,12,-2,-11,$252K,3.90%,-8.00%,120,-4.80%,10.10%
"Pasadena, TX",May-18,All Residential,Place/City,FALSE,TX,0.986316974,1.20%,1.10%,91,-2.20%,-13.30%,146,7.40%,-5.20%,9,0,-5,$165K,3.10%,8.60%,118,7.30%,10.30%
"Pasadena, TX",Jul-18,All Residential,Place/City,FALSE,TX,0.98082249,0.20%,-0.30%,95,-11.20%,-6.90%,188,0.50%,5.60%,14,-1,-2,$176K,-2.20%,8.60%,106,-25.90%,-0.90%
"Friendswood, TX",Jul-18,All Residential,Place/City,FALSE,TX,0.974091624,-0.30%,-0.80%,88,-26.10%,14.30%,266,9.00%,15.70%,15,1,-9,$274K,-2.10%,-17.00%,121,-13.60%,17.50%
"Baytown, TX",Aug-18,All Residential,Place/City,FALSE,TX,0.976384523,-0.10%,-0.30%,123,7.90%,39.80%,333,-0.60%,9.20%,32,7,13,$195K,-2.50%,12.20%,135,-16.70%,4.70%
"Pasadena, TX",Sep-18,All Residential,Place/City,FALSE,TX,0.983197497,0.10%,0.80%,85,-10.50%,3.70%,219,6.30%,24.40%,18,3,-3,$165K,-4.60%,5.80%,109,-21.60%,22.50%
"Friendswood, TX",Dec-18,All Residential,Place/City,FALSE,TX,0.972755999,0.60%,-0.10%,61,1.70%,3.40%,211,-15.60%,30.20%,46,-17,8,$255K,-3.00%,-0.40%,34,-43.30%,-30.60%
"Sugar Land, TX",Dec-18,All Residential,Place/City,FALSE,TX,0.959941996,-0.70%,-0.40%,152,31.00%,-1.90%,634,-12.10%,-0.20%,81,37,8,$307K,6.40%,7.50%,95,-38.70%,-14.40%
"Sugar Land, TX",Feb-19,All Residential,Place/City,FALSE,TX,0.963709103,0.10%,-0.70%,102,6.30%,-12.80%,619,0.20%,2.50%,78,16,2,$278K,1.80%,-11.60%,192,11.60%,4.30%
"League City, TX",Apr-19,All Residential,Place/City,FALSE,TX,0.983391247,0.80%,0.30%,185,1.10%,5.10%,458,2.50%,22.10%,30,-14,10,$264K,-2.40%,1.60%,243,12.00%,-11.00%
"Pasadena, TX",Jul-19,All Residential,Place/City,FALSE,TX,0.979865729,0.20%,-0.10%,124,51.20%,30.50%,207,3.50%,10.10%,15,-4,1,$172K,-1.90%,-2.60%,120,0.80%,13.20%
"Sugar Land, TX",Jul-19,All Residential,Place/City,FALSE,TX,0.966188713,0.00%,-0.40%,202,13.50%,-9.40%,856,4.30%,3.40%,39,4,8,$337K,0.30%,0.60%,301,5.60%,11.50%
"Sugar Land, TX",Apr-20,All Residential,Place/City,FALSE,TX,0.965006737,0.10%,-0.70%,125,-20.40%,-24.70%,642,1.70%,-15.90%,46,-44,6,$330K,4.80%,6.60%,169,-31.30%,-41.50%
"Sugar Land, TX",Mar-15,All Residential,Place/City,FALSE,TX,0.980342692,0.70%,-0.50%,193,66.40%,2.10%,403,2.30%,32.60%,15,-11,-1,$320K,4.90%,1.90%,240,12.70%,0.40%
"Baytown, TX",Apr-16,All Residential,Place/City,FALSE,TX,0.98873548,0.70%,2.40%,97,-17.80%,-6.70%,248,-4.60%,17.50%,33,-11,-13,$163K,0.40%,7.60%,108,-16.90%,-5.30%
"League City, TX",Oct-16,All Residential,Place/City,FALSE,TX,0.986242791,0.10%,0.70%,165,2.50%,3.80%,418,-7.10%,5.60%,24,5,-2,$250K,4.60%,4.20%,146,-29.80%,-13.60%
"Houston, TX",Oct-16,All Residential,Place/City,FALSE,TX,0.970705347,-0.10%,-0.10%,2333,-7.20%,-0.10%,9296,-2.40%,6.80%,40,7,7,$205K,-0.20%,10.80%,3091,-3.40%,-3.30%
"League City, TX",Aug-17,All Residential,Place/City,FALSE,TX,0.983511078,-0.30%,-0.60%,159,-17.60%,-30.30%,517,5.70%,19.70%,25,8,7,$272K,2.60%,12.90%,205,-25.20%,-9.70%
"Pasadena, TX",Sep-17,All Residential,Place/City,FALSE,TX,0.975032094,0.70%,0.30%,82,22.40%,-19.60%,176,-4.90%,1.70%,21,5,1,$156K,-2.50%,11.60%,89,-2.20%,-4.30%
"Houston, TX",Oct-17,All Residential,Place/City,FALSE,TX,0.968469932,0.00%,-0.20%,2451,-4.60%,5.10%,9394,-2.90%,1.10%,48,9,8,$208K,-2.00%,1.40%,3198,16.10%,3.50%
"Missouri City, TX",Apr-18,All Residential,Place/City,FALSE,TX,0.970401067,0.10%,-0.50%,132,2.30%,-3.60%,503,6.80%,1.40%,34,-31,14,$263K,2.00%,7.40%,234,8.80%,10.40%
"Galveston, TX",Nov-18,All Residential,Place/City,FALSE,TX,0.955986318,0.70%,-0.30%,86,-21.10%,-4.40%,548,-5.20%,2.80%,55,-24,-13,$215K,-18.90%,17.30%,96,-32.40%,-15.00%
"Texas City, TX",Dec-18,All Residential,Place/City,FALSE,TX,0.963604009,-1.90%,-0.60%,75,27.10%,15.40%,230,-2.50%,28.50%,43,8,-8,$175K,-0.80%,-2.70%,55,-24.70%,-3.50%
"League City, TX",Dec-18,All Residential,Place/City,FALSE,TX,0.977518748,0.00%,-0.10%,140,-17.20%,-17.20%,454,-7.00%,31.20%,47,2,-2,$264K,1.30%,1.40%,110,-34.90%,20.90%
"League City, TX",Jun-19,All Residential,Place/City,FALSE,TX,0.984567589,-0.30%,-0.20%,204,-3.80%,3.00%,493,-1.00%,-3.50%,27,-6,9,$271K,0.40%,1.30%,239,-13.10%,-12.10%
"Friendswood, TX",Dec-19,All Residential,Place/City,FALSE,TX,0.976305697,0.00%,0.40%,57,-24.00%,-6.60%,130,-12.20%,-38.40%,59,19,13,$270K,0.00%,5.80%,38,-24.00%,11.80%
"Sugar Land, TX",Jan-20,All Residential,Place/City,FALSE,TX,0.963389473,0.40%,0.00%,100,-39.80%,4.20%,608,-2.30%,-1.60%,68,-8,6,$290K,-6.00%,6.00%,174,70.60%,1.20%
"Baytown, TX",Mar-20,All Residential,Place/City,FALSE,TX,0.982486997,0.90%,-0.10%,131,44.00%,26.00%,361,19.90%,36.70%,56,1,28,$208K,4.00%,5.40%,178,39.10%,41.30%
"Texas City, TX",May-20,All Residential,Place/City,FALSE,TX,0.970508036,-1.50%,-1.50%,60,13.20%,-24.10%,232,-2.90%,17.20%,39,-25,8,$173K,-15.40%,-7.50%,102,45.70%,17.20%
"League City, TX",Jul-20,All Residential,Place/City,FALSE,TX,0.989751284,0.40%,0.60%,240,1.30%,8.60%,312,-7.40%,-39.50%,15,-3,-11,$300K,1.70%,5.30%,251,13.60%,-13.10%
"Texas City, TX",Nov-14,All Residential,Place/City,FALSE,TX,0.956959298,-0.40%,1.60%,30,-44.40%,-6.30%,151,0.00%,-25.60%,39,-12,-76,$105K,-7.10%,14.10%,41,-12.80%,20.60%
"Texas City, TX",Mar-18,All Residential,Place/City,FALSE,TX,0.96002172,-0.60%,-1.70%,55,25.00%,34.10%,186,9.40%,56.30%,28,-21,-9,$153K,3.30%,-1.40%,83,66.00%,20.30%
"Galveston, TX",May-18,All Residential,Place/City,FALSE,TX,0.95204336,-0.80%,0.60%,140,-2.80%,-8.50%,625,2.00%,-5.40%,42,1,-20,$195K,-18.70%,-17.10%,189,-7.80%,-7.40%
"Texas City, TX",Aug-18,All Residential,Place/City,FALSE,TX,0.977089751,-0.60%,1.10%,76,-10.60%,111.10%,230,2.20%,16.20%,35,7,-2,$177K,-3.40%,4.60%,88,3.50%,44.30%
"Galveston, TX",Aug-18,All Residential,Place/City,FALSE,TX,0.950635868,-0.60%,-0.10%,124,6.90%,20.40%,610,-3.60%,0.50%,57,-10,10,$220K,-10.40%,4.60%,152,-6.20%,15.20%
"League City, TX",Apr-13,All Residential,Place/City,FALSE,TX,0.981326541,1.10%,0.80%,164,0.00%,18.00%,471,-2.10%,-21.40%,34,-28,-45,$186K,-0.10%,-4.20%,208,-1.40%,-4.10%
"Missouri City, TX",Mar-16,All Residential,Place/City,FALSE,TX,0.971823885,0.30%,-0.40%,135,32.40%,-0.70%,390,8.60%,35.40%,42,-3,23,$235K,-2.90%,4.00%,194,25.20%,11.50%
"Missouri City, TX",May-17,All Residential,Place/City,FALSE,TX,0.971586313,-0.40%,-0.10%,177,29.20%,35.10%,567,14.30%,32.20%,35,15,3,$260K,6.10%,4.00%,282,33.00%,40.30%
"Friendswood, TX",Feb-19,All Residential,Place/City,FALSE,TX,0.968013167,0.20%,-0.50%,50,13.60%,-28.60%,203,-1.50%,34.40%,62,-25,12,$245K,-9.80%,14.50%,63,-19.20%,-17.10%
"Missouri City, TX",Sep-12,All Residential,Place/City,FALSE,TX,0.973860536,0.80%,0.90%,101,-26.80%,3.10%,537,-0.60%,-17.10%,53,-1,-21,$170K,-2.90%,9.70%,126,-24.10%,5.90%
"Sugar Land, TX",Jan-13,All Residential,Place/City,FALSE,TX,0.957179599,0.90%,0.00%,111,-44.50%,22.00%,393,4.00%,-29.40%,82,11,3,$233K,-17.60%,5.40%,194,102.10%,34.70%
"Sugar Land, TX",Jun-19,All Residential,Place/City,FALSE,TX,0.966048925,-0.10%,-0.90%,178,-14.40%,-23.90%,821,0.40%,-5.40%,35,-1,9,$336K,-6.70%,-3.30%,285,-9.20%,-13.60%
"Friendswood, TX",Jan-14,All Residential,Place/City,FALSE,TX,0.96964843,-0.10%,0.00%,44,-36.20%,7.30%,150,-5.10%,-30.90%,39,-8,-38,$182K,-15.70%,17.80%,67,42.60%,-10.70%
"League City, TX",Mar-18,All Residential,Place/City,FALSE,TX,0.986063732,1.10%,0.20%,171,27.60%,-1.20%,322,1.60%,-13.00%,31,-28,-6,$275K,3.10%,7.80%,206,30.40%,-10.40%
"Houston, TX",Jun-17,All Residential,Place/City,FALSE,TX,0.973474943,-0.20%,-0.40%,3140,0.00%,4.70%,10475,4.00%,10.30%,27,2,-2,$225K,6.10%,4.70%,4162,-5.40%,6.00%
"Galveston, TX",Jun-19,All Residential,Place/City,FALSE,TX,0.954093994,-0.60%,-1.10%,133,-13.10%,-14.70%,618,1.00%,-4.50%,54,8,18,$226K,2.40%,-6.70%,180,-1.60%,-6.70%
"Galveston, TX",Feb-20,All Residential,Place/City,FALSE,TX,0.951477343,-0.20%,1.30%,107,37.20%,20.20%,572,3.60%,0.70%,62,-7,-21,$270K,17.40%,28.00%,175,-3.30%,-5.90%
"Baytown, TX",Jun-20,All Residential,Place/City,FALSE,TX,0.977850376,-0.40%,-0.20%,120,26.30%,36.40%,314,-8.70%,-2.20%,39,-1,5,$216K,0.50%,3.30%,158,-6.00%,-6.50%
"Missouri City, TX",Dec-13,All Residential,Place/City,FALSE,TX,0.969161504,-0.60%,1.20%,116,0.90%,-14.70%,349,-3.10%,-19.60%,39,-8,-51,$229K,8.40%,21.20%,108,-11.50%,0.00%
"Galveston, TX",Feb-15,All Residential,Place/City,FALSE,TX,0.957579063,0.10%,0.90%,81,62.00%,-3.60%,574,6.70%,-5.40%,94,8,-38,$169K,-2.60%,0.30%,151,3.40%,7.10%
"Friendswood, TX",May-16,All Residential,Place/City,FALSE,TX,0.98099018,-0.10%,0.00%,77,4.10%,18.50%,164,-0.60%,31.20%,18,-6,6,$260K,-22.30%,32.00%,89,-7.30%,-3.30%
"Sugar Land, TX",Jul-16,All Residential,Place/City,FALSE,TX,0.975827473,-0.50%,-0.20%,212,4.40%,-11.30%,734,6.10%,20.30%,28,0,10,$364K,18.10%,15.50%,294,-6.40%,-12.50%
"Sugar Land, TX",Mar-17,All Residential,Place/City,FALSE,TX,0.96897406,0.50%,0.00%,161,26.80%,0.60%,587,11.00%,3.90%,22,-48,-14,$321K,2.10%,8.40%,297,29.10%,12.90%
"Texas City, TX",Jan-18,All Residential,Place/City,FALSE,TX,0.960549778,-0.90%,-1.70%,47,-27.70%,62.10%,196,9.50%,47.40%,81,30,52,$154K,-14.40%,10.80%,77,35.10%,26.20%
"Friendswood, TX",May-19,All Residential,Place/City,FALSE,TX,0.982614934,-0.20%,0.80%,105,47.90%,4.00%,216,1.90%,10.20%,24,-6,10,$323K,20.70%,30.80%,112,0.00%,-21.70%
"Friendswood, TX",Jul-19,All Residential,Place/City,FALSE,TX,0.984512748,0.00%,1.00%,90,-6.30%,2.30%,217,1.40%,-18.40%,18,-5,3,$270K,-9.20%,-1.60%,106,1.00%,-12.40%
"League City, TX",May-12,All Residential,Place/City,FALSE,TX,0.972477823,0.00%,0.20%,179,28.80%,2883.30%,587,-2.00%,10.50%,71,-8,-11,$185K,-4.60%,-30.60%,206,-5.10%,134.10%
"Friendswood, TX",Mar-13,All Residential,Place/City,FALSE,TX,0.970687322,2.00%,2.40%,50,16.30%,-16.70%,249,8.70%,-14.40%,45,-42,-53,$191K,19.40%,0.10%,109,34.60%,11.20%
"Friendswood, TX",Oct-15,All Residential,Place/City,FALSE,TX,0.982812698,-0.20%,1.00%,74,10.40%,-1.30%,146,-5.20%,5.80%,18,5,-13,$220K,14.60%,6.30%,66,-26.70%,10.00%
"Sugar Land, TX",Apr-16,All Residential,Place/City,FALSE,TX,0.970972103,0.20%,-1.30%,177,10.60%,19.60%,593,5.00%,36.00%,34,-2,15,$316K,6.80%,-0.50%,261,-0.80%,-9.40%
"Pasadena, TX",Jun-16,All Residential,Place/City,FALSE,TX,0.984871448,0.70%,-0.50%,106,11.60%,19.10%,161,17.50%,-12.50%,20,3,4,$150K,-3.50%,9.10%,114,4.60%,-5.80%
"Galveston, TX",Apr-18,All Residential,Place/City,FALSE,TX,0.960145876,1.30%,0.50%,144,24.10%,24.10%,613,3.40%,-2.90%,41,-42,-7,$240K,4.40%,29.10%,205,-8.10%,21.30%
"Houston, TX",Sep-12,All Residential,Place/City,FALSE,TX,0.967546655,-0.20%,1.10%,2154,-21.70%,9.30%,8861,-5.40%,-25.20%,48,2,-26,$149K,-2.30%,2.90%,2545,-14.10%,-7.80%
"Pasadena, TX",Nov-12,All Residential,Place/City,FALSE,TX,0.980680154,2.80%,4.90%,53,-30.30%,0.00%,334,-3.20%,-26.40%,67,0,3,$108K,6.40%,2.90%,67,-27.20%,-20.20%
"Houston, TX",Dec-13,All Residential,Place/City,FALSE,TX,0.973949253,-0.20%,0.60%,2544,16.20%,13.90%,6074,-9.10%,-15.80%,34,2,-22,$188K,10.60%,13.90%,1939,-17.00%,6.40%
"League City, TX",May-15,All Residential,Place/City,FALSE,TX,0.986041446,1.00%,0.30%,181,-3.70%,5.20%,400,13.60%,-3.80%,23,-9,-1,$235K,-2.90%,16.90%,250,15.70%,-0.80%
"Houston, TX",Sep-18,All Residential,Place/City,FALSE,TX,0.97029108,-0.10%,0.20%,2426,-22.00%,-5.50%,10509,-0.90%,8.70%,34,4,-5,$215K,-1.10%,1.30%,3193,-18.60%,15.90%
"League City, TX",Apr-15,All Residential,Place/City,FALSE,TX,0.975655934,-0.20%,-0.40%,188,4.40%,1.60%,352,3.50%,-10.70%,32,6,6,$242K,3.60%,19.00%,216,11.30%,-10.70%
"Galveston, TX",May-16,All Residential,Place/City,FALSE,TX,0.948283631,-0.60%,-0.20%,124,5.10%,-7.50%,648,5.70%,9.30%,43,4,-18,$212K,6.50%,20.80%,187,9.40%,16.10%
"Sugar Land, TX",Jul-20,All Residential,Place/City,FALSE,TX,0.975028489,0.70%,0.90%,259,37.00%,28.20%,541,-8.50%,-36.80%,37,-3,-2,$332K,3.80%,-1.40%,273,14.70%,-9.30%
"Friendswood, TX",Feb-14,All Residential,Place/City,FALSE,TX,0.972335193,0.30%,2.20%,58,31.80%,34.90%,154,2.70%,-32.80%,40,1,-47,$176K,-3.40%,10.20%,76,13.40%,-6.20%
"Texas City, TX",Jul-14,All Residential,Place/City,FALSE,TX,0.932779486,-0.50%,-1.10%,40,-14.90%,14.30%,172,13.20%,-19.60%,49,18,-3,$70K,-21.80%,-17.30%,70,7.70%,32.10%
"Friendswood, TX",Aug-14,All Residential,Place/City,FALSE,TX,0.982926663,0.60%,0.80%,84,-5.60%,-9.70%,175,4.80%,-11.60%,25,15,-12,$245K,4.10%,8.50%,79,-11.20%,-14.10%
"Friendswood, TX",Jan-16,All Residential,Place/City,FALSE,TX,0.97641416,0.70%,0.90%,43,-15.70%,-6.50%,135,0.70%,27.40%,36,5,7,$269K,24.20%,53.80%,70,40.00%,14.80%
"Texas City, TX",Apr-16,All Residential,Place/City,FALSE,TX,0.939808859,-0.70%,-3.00%,54,3.80%,28.60%,110,12.20%,-19.70%,32,-17,-3,$109K,-13.80%,14.20%,71,2.90%,9.20%
"Texas City, TX",Apr-18,All Residential,Place/City,FALSE,TX,0.990969877,3.10%,2.50%,72,30.90%,56.50%,194,4.30%,57.70%,32,4,7,$163K,6.30%,33.30%,99,19.30%,45.60%
"Pasadena, TX",Mar-12,All Residential,Place/City,FALSE,TX,0.976372404,1.30%,3.80%,71,39.20%,12.70%,385,1.90%,-19.50%,115,28,22,$107K,15.40%,6.80%,131,42.40%,13.90%
"Galveston, TX",Nov-13,All Residential,Place/City,FALSE,TX,0.920945677,-3.50%,-2.00%,53,-28.40%,-27.40%,562,-7.30%,2.90%,87,24,-24,$160K,-5.60%,-11.10%,83,-34.10%,-13.50%
"Sugar Land, TX",Dec-14,All Residential,Place/City,FALSE,TX,0.976697122,0.10%,0.10%,226,62.60%,13.00%,311,-2.80%,3.70%,30,2,-5,$389K,17.90%,26.50%,157,-8.20%,26.60%
"League City, TX",Apr-16,All Residential,Place/City,FALSE,TX,0.98627991,0.20%,1.10%,171,1.80%,-9.00%,372,-7.50%,5.70%,17,-8,-15,$240K,-1.80%,-0.80%,232,5.90%,7.40%
"Houston, TX",Jan-17,All Residential,Place/City,FALSE,TX,0.96374487,-0.40%,-0.10%,1740,-35.60%,4.60%,8180,1.50%,0.90%,49,4,4,$187K,-13.00%,1.10%,3306,68.40%,8.50%
"Galveston, TX",Mar-18,All Residential,Place/City,FALSE,TX,0.946809202,-1.30%,-0.60%,116,20.80%,-1.70%,593,4.40%,-7.50%,83,16,35,$230K,4.40%,3.30%,223,32.70%,9.30%
"Sugar Land, TX",Nov-19,All Residential,Place/City,FALSE,TX,0.963687899,0.20%,-0.40%,135,-16.70%,16.40%,699,-7.20%,-3.10%,64,-6,20,$285K,-11.60%,-1.00%,151,-30.40%,-2.60%
"Missouri City, TX",Feb-20,All Residential,Place/City,FALSE,TX,0.973768998,0.50%,0.70%,139,13.90%,20.90%,485,5.20%,-11.50%,67,12,-6,$250K,6.70%,8.30%,223,43.90%,36.00%
"Galveston, TX",Oct-15,All Residential,Place/City,FALSE,TX,0.964432895,1.20%,-0.20%,99,-6.60%,10.00%,573,-2.90%,1.60%,72,18,0,$180K,-1.50%,6.60%,132,4.80%,28.20%
"Pasadena, TX",Sep-16,All Residential,Place/City,FALSE,TX,0.971614309,-2.00%,-1.60%,102,2.00%,13.30%,173,-5.50%,-14.80%,20,6,3,$140K,-3.30%,-5.30%,93,-12.30%,-12.30%
